Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions,Save% (Penalty Kicks)
Nordin Bakker,NED,GK,28,Heerenveen,Eredivisie,,,,,,0.00,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,5.14,3.63,68.5%,0.11,0.45,0.45,0.22,23.5%,0.00,0.00,0.00,Advanced Goalkeeping,0.00,0.17,0.11,1.62,0.32,+0.06,7.66,23.98,31.9%,30.52,4.14,61.9%,45.0,6.43,79.1%,57.2,15.82,1.34,8.5%,2.12,15.0,
Max Balard,AUS,MF,25,NAC Breda,Eredivisie,0.03,0.03,0.06,0.03,0.00,0.00,0.16,0.03,0.02,0.02,0.05,0.07,1.09,5.35,1.16,Shooting,Per 90,0.41,0.06,15.4%,0.08,0.50,23.60,0.00,0.06,+0.01,+0.01,Passing,35.92,41.70,86.1%,609.65,197.57,16.07,17.85,90.0%,15.97,17.51,91.3%,3.09,4.35,71.2%,0.05,0.56,4.53,0.41,0.00,Pass Types,40.51,1.13,0.88,0.09,0.16,0.03,0.16,0.00,0.00,0.00,0.00,0.06,0.72,Goal and Shot Creation,1.66,1.41,0.03,0.00,0.00,0.13,0.09,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Defense,2.28,1.13,1.19,0.88,0.22,1.06,1.63,65.4%,0.56,0.97,0.25,1.34,3.63,1.88,0.06,Possession,51.58,2.56,13.32,30.39,8.35,0.78,51.58,1.16,0.66,56.8%,0.41,35.1%,27.26,138.86,68.96,1.09,0.06,0.72,0.50,30.95,Miscellaneous Stats,0.03,0.94,1.03,0.00,0.00,0.00,0.00,4.78,0.78,0.81,49.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasilios Barkas,GRE,GK,31,Utrecht,Eredivisie,,,,,,0.10,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,4.72,3.51,75.0%,0.39,0.36,0.26,0.26,26.7%,0.03,0.03,0.03,Advanced Goalkeeping,0.00,0.16,0.00,1.32,0.28,+0.11,6.00,15.08,39.8%,29.15,3.28,36.9%,34.4,6.85,63.2%,46.5,13.51,0.95,7.0%,0.95,11.6,50.0%
Mimeirhel Benita,NED,DF,22,Heracles Almelo,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.03,0.03,0.06,0.09,0.95,3.16,3.39,Shooting,Per 90,0.32,0.32,100.0%,0.00,0.00,20.20,0.00,0.10,-0.03,-0.03,Passing,28.55,39.68,72.0%,526.20,209.74,13.01,14.75,88.2%,10.81,14.28,75.7%,3.71,7.49,49.5%,0.07,0.71,2.60,0.63,0.24,Pass Types,31.08,8.28,0.39,0.00,0.47,2.21,7.89,0.00,0.00,0.00,0.00,0.32,1.03,Goal and Shot Creation,1.81,1.26,0.24,0.16,0.00,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Defense,2.92,2.29,1.74,0.95,0.24,1.81,3.23,56.1%,1.42,1.74,0.71,1.66,4.57,4.10,0.00,Possession,54.43,3.87,18.85,24.29,12.07,0.71,54.43,1.97,1.10,56.0%,0.63,32.0%,22.09,105.85,55.14,0.55,0.08,1.50,0.95,23.03,Miscellaneous Stats,0.00,1.03,1.50,0.08,0.00,0.08,0.00,5.52,1.58,0.71,69.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell van Bergen,NED,FW,26,Sparta R'dam,Eredivisie,0.15,0.11,0.26,0.15,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.37,4.96,1.64,10.41,Shooting,Per 90,2.43,0.82,33.8%,0.06,0.18,17.70,0.00,0.08,-0.03,-0.03,Passing,18.51,28.10,65.9%,315.71,77.13,9.14,10.97,83.3%,7.46,11.42,65.4%,1.72,3.92,43.8%,0.23,1.75,0.82,1.83,1.38,Pass Types,27.01,1.01,0.15,0.11,0.07,7.05,0.67,0.19,0.04,0.04,0.00,0.07,0.71,Goal and Shot Creation,3.06,2.39,0.11,0.30,0.15,0.11,0.00,0.26,0.19,0.04,0.04,0.00,0.00,0.00,Defense,0.67,0.34,0.15,0.34,0.19,0.41,0.82,50.0%,0.41,0.75,0.04,0.34,1.01,0.82,0.00,Possession,38.92,0.71,4.48,11.53,23.81,4.10,38.92,3.47,1.27,36.6%,1.98,57.0%,25.71,234.10,121.72,2.72,1.87,1.87,0.75,27.80,Miscellaneous Stats,0.00,0.30,0.49,0.41,0.00,0.00,0.00,2.91,0.00,0.22,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell van Bergen,NED,FW,26,Twente,Eredivisie,0.15,0.11,0.26,0.15,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.37,4.96,1.64,10.41,Shooting,Per 90,2.43,0.82,33.8%,0.06,0.18,17.70,0.00,0.08,-0.03,-0.03,Passing,18.51,28.10,65.9%,315.71,77.13,9.14,10.97,83.3%,7.46,11.42,65.4%,1.72,3.92,43.8%,0.23,1.75,0.82,1.83,1.38,Pass Types,27.01,1.01,0.15,0.11,0.07,7.05,0.67,0.19,0.04,0.04,0.00,0.07,0.71,Goal and Shot Creation,3.06,2.39,0.11,0.30,0.15,0.11,0.00,0.26,0.19,0.04,0.04,0.00,0.00,0.00,Defense,0.67,0.34,0.15,0.34,0.19,0.41,0.82,50.0%,0.41,0.75,0.04,0.34,1.01,0.82,0.00,Possession,38.92,0.71,4.48,11.53,23.81,4.10,38.92,3.47,1.27,36.6%,1.98,57.0%,25.71,234.10,121.72,2.72,1.87,1.87,0.75,27.80,Miscellaneous Stats,0.00,0.30,0.49,0.41,0.00,0.00,0.00,2.91,0.00,0.22,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thom van Bergen,NED,"FW,MF",22,Groningen,Eredivisie,0.26,0.06,0.32,0.26,0.00,0.00,0.10,0.00,0.45,0.45,0.11,0.56,1.98,1.79,6.07,Shooting,Per 90,2.55,0.93,36.3%,0.10,0.28,12.60,0.00,0.18,-0.20,-0.20,Passing,17.78,23.98,74.2%,248.80,39.59,10.15,12.67,80.1%,5.40,6.58,82.0%,0.99,1.21,81.6%,0.06,0.93,1.34,0.70,0.03,Pass Types,21.71,2.20,0.06,0.13,0.00,0.38,0.29,0.00,0.00,0.00,0.00,0.06,0.93,Goal and Shot Creation,2.65,1.69,0.00,0.22,0.29,0.42,0.03,0.29,0.16,0.00,0.00,0.06,0.06,0.00,Defense,1.63,0.93,0.54,0.64,0.45,0.51,1.12,45.7%,0.61,0.96,0.03,0.35,1.98,0.77,0.00,Possession,39.14,0.77,3.99,17.50,18.29,4.98,39.14,2.84,0.96,33.7%,1.66,58.4%,20.69,126.91,52.39,1.40,0.77,3.48,2.04,25.32,Miscellaneous Stats,0.00,1.60,2.08,0.32,0.03,0.00,0.00,3.96,2.33,4.05,36.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Berghuis,NED,"MF,FW",34,Ajax,Eredivisie,0.12,0.37,0.49,0.12,0.00,0.06,0.06,0.00,0.27,0.22,0.39,0.61,2.66,6.68,7.11,Shooting,Per 90,2.78,0.93,33.3%,0.04,0.13,19.90,0.25,0.08,-0.15,-0.09,Passing,45.25,59.90,75.5%,800.98,263.45,21.70,24.85,87.3%,16.20,20.09,80.6%,5.81,11.44,50.8%,0.46,2.97,5.19,3.21,0.74,Pass Types,53.53,6.18,1.11,0.43,0.80,7.48,1.11,3.89,2.78,0.19,0.06,0.19,0.12,Goal and Shot Creation,5.38,3.40,1.48,0.00,0.37,0.00,0.12,0.37,0.25,0.06,0.00,0.06,0.00,0.00,Defense,1.05,0.49,0.31,0.43,0.31,0.68,1.05,64.7%,0.37,0.25,0.12,0.43,1.48,0.31,0.00,Possession,68.30,0.56,6.49,28.80,33.44,4.27,68.24,1.42,0.37,26.1%,0.93,65.2%,38.70,188.22,83.26,1.48,0.80,1.24,0.68,50.93,Miscellaneous Stats,0.00,0.68,0.62,0.31,0.00,0.00,0.00,3.77,0.56,0.19,75.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerolldino Bergraaf,NED,FW,19,Excelsior,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.07,0.07,0.09,0.16,1.04,1.21,3.99,Shooting,Per 90,1.73,0.35,20.0%,0.00,0.00,19.30,0.00,0.04,-0.07,-0.07,Passing,11.10,16.99,65.3%,136.65,29.83,7.11,10.06,70.7%,2.43,3.99,60.9%,0.35,0.87,40.0%,0.03,0.87,0.69,0.17,0.00,Pass Types,16.65,0.35,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.04,Goal and Shot Creation,2.08,1.39,0.00,0.17,0.17,0.35,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.00,Defense,0.35,0.35,0.00,0.35,0.00,0.17,1.04,16.7%,0.87,1.04,0.00,0.52,0.87,0.87,0.00,Possession,28.44,1.04,2.43,15.43,10.75,2.43,28.44,1.39,0.35,25.0%,1.04,75.0%,14.74,76.65,34.34,0.87,0.69,3.12,0.87,20.81,Miscellaneous Stats,0.00,1.56,1.56,0.17,0.17,0.00,0.00,1.73,3.12,2.60,54.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bielica,POL,GK,26,NAC Breda,Eredivisie,,,,,,0.13,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,5.25,3.75,73.8%,0.13,0.38,0.50,0.09,9.4%,0.13,0.00,0.00,Advanced Goalkeeping,0.03,0.16,0.00,1.77,0.32,+0.27,6.25,14.41,43.4%,29.50,4.47,37.2%,33.8,6.59,52.1%,40.4,13.03,0.50,3.8%,1.28,15.3,0.0%
Adrian Blake,ENG,"FW,MF",20,Utrecht,Eredivisie,0.15,0.22,0.37,0.15,0.00,0.00,0.22,0.00,0.16,0.16,0.15,0.31,4.12,2.50,7.43,Shooting,Per 90,3.01,0.96,31.7%,0.05,0.15,19.70,0.00,0.05,-0.01,-0.01,Passing,19.93,27.57,72.3%,322.28,86.84,10.07,12.57,80.1%,7.57,10.00,75.7%,1.54,2.87,53.8%,0.18,1.40,1.25,1.47,0.29,Pass Types,27.35,0.22,0.00,0.07,0.00,2.21,0.22,0.00,0.00,0.00,0.00,0.00,0.74,Goal and Shot Creation,4.41,3.16,0.00,0.51,0.29,0.44,0.00,0.59,0.37,0.00,0.07,0.07,0.07,0.00,Defense,1.25,0.66,0.81,0.15,0.29,0.51,0.88,58.3%,0.37,0.74,0.00,0.29,1.54,0.37,0.00,Possession,39.78,0.74,6.40,13.97,20.15,4.63,39.78,3.53,1.40,39.6%,2.06,58.3%,24.85,198.31,104.78,2.28,2.06,2.21,1.32,27.94,Miscellaneous Stats,0.00,0.51,1.54,0.15,0.00,0.00,0.00,4.49,0.07,0.74,9.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thijmen Blokzijl,NED,DF,20,Groningen,Eredivisie,0.03,0.00,0.03,0.03,0.00,0.00,0.06,0.03,0.04,0.04,0.00,0.04,0.78,4.59,0.09,Shooting,Per 90,0.23,0.06,25.0%,0.13,0.50,15.10,0.00,0.17,-0.01,-0.01,Passing,52.81,58.70,90.0%,995.05,332.28,18.05,19.78,91.2%,29.74,32.05,92.8%,4.62,5.98,77.3%,0.02,0.09,3.67,0.20,0.06,Pass Types,56.45,2.14,1.39,0.03,0.14,0.17,0.03,0.00,0.00,0.00,0.00,0.12,0.43,Goal and Shot Creation,0.78,0.69,0.00,0.00,0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.13,0.66,0.61,0.46,0.06,0.69,0.95,72.7%,0.26,1.21,0.78,1.16,2.28,4.71,0.09,Possession,68.29,6.21,30.17,36.58,2.05,0.26,68.29,0.17,0.06,33.3%,0.12,66.7%,37.94,204.37,103.14,0.32,0.03,0.29,0.12,42.91,Miscellaneous Stats,0.00,0.43,0.43,0.00,0.00,0.03,0.00,4.48,1.96,2.37,45.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben van Bommel,NED,FW,21,PSV Eindhoven,Eredivisie,0.40,0.30,0.70,0.40,0.00,0.00,0.20,0.00,0.33,0.33,0.21,0.55,4.19,5.28,11.36,Shooting,Per 90,2.29,1.20,52.2%,0.17,0.33,18.70,0.20,0.14,+0.07,+0.07,Passing,30.70,43.06,71.3%,458.67,145.71,17.74,20.93,84.8%,10.17,14.05,72.3%,1.69,3.79,44.7%,0.21,1.99,3.09,2.09,0.20,Pass Types,40.47,2.49,0.30,0.10,0.30,2.09,1.59,0.60,0.50,0.00,0.00,0.10,0.60,Goal and Shot Creation,4.49,2.89,0.30,0.60,0.50,0.10,0.10,0.70,0.30,0.10,0.10,0.00,0.10,0.10,Defense,2.49,1.50,0.60,0.90,1.00,1.00,1.40,71.4%,0.40,0.60,0.00,1.30,3.79,1.30,0.00,Possession,58.11,1.20,6.28,21.33,31.89,5.18,58.11,3.79,1.69,44.7%,1.99,52.6%,34.09,249.97,141.13,3.59,1.99,2.89,0.40,40.17,Miscellaneous Stats,0.00,2.29,0.90,0.00,0.00,0.00,0.00,4.39,1.40,1.50,48.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Booth,USA,FW,24,Twente,Eredivisie,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.20,0.31,3.20,2.47,7.85,Shooting,Per 90,1.74,0.29,16.7%,0.00,0.00,20.90,0.00,0.05,-0.09,-0.09,Passing,22.54,33.30,67.7%,374.69,97.56,11.34,14.54,78.0%,7.42,9.45,78.5%,2.62,5.96,43.9%,0.15,1.45,1.89,1.31,0.73,Pass Types,30.82,2.18,0.44,0.00,0.00,5.23,0.44,1.16,0.73,0.15,0.00,0.29,1.02,Goal and Shot Creation,2.76,1.45,0.29,0.15,0.44,0.44,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.00,Defense,2.62,1.31,0.73,1.45,0.44,1.45,2.47,58.8%,1.02,1.16,0.15,0.15,2.76,0.73,0.00,Possession,47.84,0.87,6.40,18.90,23.26,3.49,47.84,2.47,0.58,23.5%,1.60,64.7%,29.37,199.19,88.84,3.05,0.73,3.05,1.74,31.11,Miscellaneous Stats,0.00,1.74,1.45,0.73,0.15,0.00,0.00,3.78,0.73,2.62,21.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonçalo Borges,POR,FW,24,Feyenoord,Eredivisie,0.30,0.30,0.60,0.30,0.00,0.00,0.40,0.10,0.22,0.22,0.18,0.39,4.40,2.10,12.59,Shooting,Per 90,2.40,0.80,33.3%,0.13,0.38,16.70,0.10,0.09,+0.08,+0.08,Passing,20.58,28.57,72.0%,293.57,63.63,12.59,14.08,89.4%,6.29,9.09,69.2%,1.00,2.50,40.0%,0.15,1.30,0.80,1.30,0.80,Pass Types,27.27,1.30,0.00,0.10,0.20,5.79,1.20,0.10,0.00,0.00,0.00,0.00,0.60,Goal and Shot Creation,3.10,2.30,0.10,0.10,0.40,0.20,0.00,0.50,0.40,0.00,0.00,0.10,0.00,0.00,Defense,1.10,0.60,0.20,0.60,0.30,0.50,1.50,33.3%,1.00,0.60,0.00,0.30,1.40,0.30,0.00,Possession,40.75,0.10,3.20,11.49,26.77,4.89,40.75,4.10,1.60,39.0%,2.10,51.2%,26.97,204.17,93.50,1.00,1.20,2.80,2.40,31.37,Miscellaneous Stats,0.00,1.40,2.00,0.40,0.00,0.00,0.00,3.60,0.10,0.70,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yvandro Borges Sanches,LUX,"FW,MF",21,Heracles Almelo,Eredivisie,0.35,0.00,0.35,0.35,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.07,2.43,1.56,4.69,Shooting,Per 90,1.04,0.70,66.7%,0.33,0.50,19.60,0.00,0.05,+0.30,+0.30,Passing,17.37,21.89,79.4%,274.69,37.88,9.21,10.95,84.1%,6.25,7.82,80.0%,1.39,1.91,72.7%,0.05,0.17,0.35,0.35,0.17,Pass Types,21.37,0.52,0.00,0.00,0.00,1.56,0.52,0.00,0.00,0.00,0.00,0.00,0.52,Goal and Shot Creation,1.04,0.52,0.00,0.00,0.35,0.17,0.00,0.35,0.17,0.00,0.00,0.17,0.00,0.00,Defense,2.26,1.39,1.56,0.70,0.00,1.74,2.61,66.7%,0.87,0.52,0.00,0.00,2.26,1.22,0.00,Possession,37.18,1.04,6.78,16.85,14.77,2.43,37.18,3.82,1.39,36.4%,2.26,59.1%,20.68,159.32,78.01,2.43,0.87,3.65,1.56,22.07,Miscellaneous Stats,0.00,0.35,0.52,0.00,0.00,0.00,0.00,4.34,0.00,0.70,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Bos,AUS,DF,23,Feyenoord,Eredivisie,0.32,0.32,0.65,0.32,0.00,0.00,0.08,0.00,0.15,0.15,0.19,0.34,3.81,6.41,5.43,Shooting,Per 90,1.62,0.57,35.0%,0.20,0.57,18.80,0.00,0.09,+0.18,+0.18,Passing,49.14,59.51,82.6%,773.92,288.49,26.03,28.70,90.7%,20.35,24.65,82.6%,1.86,3.57,52.3%,0.15,1.54,4.22,1.54,0.57,Pass Types,51.00,8.27,0.73,0.08,0.00,2.84,7.54,0.00,0.00,0.00,0.00,0.24,1.38,Goal and Shot Creation,3.41,2.92,0.08,0.08,0.16,0.08,0.08,0.65,0.49,0.00,0.08,0.08,0.00,0.00,Defense,3.32,2.43,1.54,1.22,0.57,1.30,2.11,61.5%,0.81,1.86,0.49,1.22,4.54,2.68,0.08,Possession,74.84,2.84,18.41,36.65,21.65,2.59,74.84,4.46,2.35,52.7%,1.86,41.8%,42.65,259.22,127.46,2.43,0.89,2.35,1.30,42.97,Miscellaneous Stats,0.00,0.57,0.97,0.00,0.00,0.00,0.00,6.41,2.03,1.46,58.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattijs Branderhorst,NED,GK,32,Fortuna Sittard,Eredivisie,,,,,,0.14,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,4.90,3.45,71.1%,0.34,0.24,0.41,0.24,24.1%,0.10,0.03,0.00,Advanced Goalkeeping,0.00,0.14,0.10,1.63,0.31,+0.21,6.90,21.48,32.1%,25.79,3.62,64.4%,46.0,6.90,70.5%,49.5,15.90,1.86,11.7%,0.79,11.9,25.0%
Oliver Braude,NOR,DF,21,Heerenveen,Eredivisie,0.00,0.16,0.16,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.09,0.13,1.83,5.15,2.94,Shooting,Per 90,0.63,0.06,10.0%,0.00,0.00,23.40,0.00,0.05,-0.03,-0.03,Passing,44.16,58.06,76.1%,844.69,293.95,18.83,21.32,88.3%,18.61,23.19,80.2%,6.13,11.02,55.6%,0.10,0.66,4.30,1.04,0.32,Pass Types,48.24,9.60,1.67,0.06,1.14,1.96,7.93,0.00,0.00,0.00,0.00,0.22,0.82,Goal and Shot Creation,2.37,1.83,0.16,0.03,0.03,0.16,0.16,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Defense,3.10,2.08,1.74,1.11,0.25,1.74,2.84,61.1%,1.11,1.14,0.32,0.88,3.98,3.00,0.03,Possession,69.53,3.73,23.66,32.82,14.22,1.11,69.53,1.26,0.54,42.5%,0.57,45.0%,37.06,222.30,101.02,1.45,0.19,1.14,0.57,38.54,Miscellaneous Stats,0.00,1.55,1.83,0.03,0.00,0.00,0.00,6.19,1.77,1.39,56.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Brittijn,NED,"MF,DF",21,Fortuna Sittard,Eredivisie,0.22,0.07,0.29,0.22,0.00,0.00,0.37,0.00,0.13,0.13,0.02,0.15,0.59,3.01,1.32,Shooting,Per 90,0.59,0.22,37.5%,0.38,1.00,9.10,0.00,0.23,+0.09,+0.09,Passing,26.85,33.52,80.1%,446.04,128.22,10.71,12.76,83.9%,12.03,13.06,92.1%,2.27,4.33,52.5%,0.02,0.66,2.42,0.22,0.00,Pass Types,32.64,0.81,0.29,0.07,0.07,0.22,0.51,0.00,0.00,0.00,0.00,0.07,0.81,Goal and Shot Creation,1.17,1.03,0.00,0.00,0.15,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Defense,3.08,1.98,1.91,0.81,0.37,1.54,2.71,56.8%,1.17,1.47,0.66,1.10,4.18,1.91,0.07,Possession,43.94,2.71,14.52,23.11,6.45,0.95,43.94,0.51,0.15,28.6%,0.37,71.4%,21.64,92.42,39.39,0.88,0.00,0.88,0.44,23.25,Miscellaneous Stats,0.00,1.83,0.66,0.07,0.00,0.00,0.00,4.84,1.25,0.95,56.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilias Bronkhorst,NED,DF,28,Excelsior,Eredivisie,0.07,0.00,0.07,0.07,0.00,0.00,0.28,0.00,0.04,0.04,0.10,0.14,2.02,4.39,3.34,Shooting,Per 90,0.63,0.21,33.3%,0.11,0.33,16.80,0.00,0.07,+0.03,+0.03,Passing,38.24,55.52,68.9%,720.91,294.94,15.19,17.76,85.5%,17.48,24.38,71.7%,4.95,9.82,50.4%,0.08,1.11,3.27,0.98,0.42,Pass Types,43.82,11.63,0.98,0.00,0.07,2.51,10.66,0.00,0.00,0.00,0.00,0.07,0.42,Goal and Shot Creation,2.79,1.81,0.42,0.07,0.14,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.67,1.04,1.18,0.35,0.14,0.84,1.53,54.5%,0.70,0.77,0.35,0.91,2.58,3.97,0.14,Possession,65.97,4.32,22.29,29.12,15.12,1.25,65.97,0.70,0.35,50.0%,0.21,30.0%,27.72,126.92,63.88,1.39,0.21,1.60,0.35,35.94,Miscellaneous Stats,0.00,0.91,0.98,0.00,0.00,0.00,0.00,6.06,3.34,1.39,70.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Brouwer,NED,MF,24,Telstar,Eredivisie,0.19,0.13,0.32,0.19,0.00,0.00,0.06,0.00,0.32,0.32,0.13,0.44,2.50,3.40,6.22,Shooting,Per 90,1.80,0.77,42.9%,0.11,0.25,18.30,0.00,0.18,-0.13,-0.13,Passing,15.27,23.09,66.1%,248.70,78.45,7.63,10.33,73.9%,6.48,8.98,72.1%,1.15,1.99,58.1%,0.12,1.15,1.73,0.96,0.00,Pass Types,22.71,0.38,0.19,0.13,0.13,1.22,0.19,0.00,0.00,0.00,0.00,0.00,0.71,Goal and Shot Creation,2.44,2.12,0.06,0.00,0.19,0.06,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Defense,1.48,0.90,0.96,0.32,0.19,0.83,1.86,44.8%,1.03,0.83,0.13,0.64,2.12,0.83,0.00,Possession,33.04,0.83,5.26,12.64,15.97,4.04,33.04,1.67,0.64,38.5%,0.90,53.8%,19.82,114.70,64.73,1.22,0.90,1.92,1.15,22.20,Miscellaneous Stats,0.00,0.96,1.35,0.58,0.00,0.00,0.00,3.53,0.71,1.35,34.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
